CustomerID,AccountStatus,Age,CustomerTier,Gender,FirstName,LastName,CustomerSinceDate,City,StateProvince,Country,CountryISOCode,Latitude,Longitude,Name
15042,Active,48,PlatinumElite,M,Jose,Bobby,40030,Cincinnati,Ohio,United States,USA,39.1031971,-84.5064881,Patrick Townsend & Associates
15043,Active,58,Platinum,M,Lonnie,Phillips,38601,Cincinnati,Ohio,United States,USA,39.1031971,-84.5064881,Patrick Townsend & Associates
15028,Active,44,Bronze,F,Christine,Crawford,38162,Citrus Heights,California,United States,USA,38.6977447,-121.2740813,"Koppers Company, Inc."
15029,Active,55,Bronze,M,Theresa,Hoffman,40589,Citrus Heights,California,United States,USA,38.6977447,-121.2740813,"Koppers Company, Inc."
12532,PastDue,34,Gold,F,Patricia,Gamble,38884,City Of Commerce,California,United States,USA,33.9930471,-118.153228,Onebox
12533,PastDue,74,Platinum,F,Casey,Camilla,40745,City Of Commerce,California,United States,USA,33.9930471,-118.153228,Onebox
15797,Active,64,PlatinumElite,M,Brett,Cochran,38410,Clackamas,Oregon,United States,USA,45.4076205,-122.5703692,Palo Alto Company
15798,Active,39,Silver,M,Jessica,Mcmahon,38679,Clackamas,Oregon,United States,USA,45.4076205,-122.5703692,Palo Alto Company
15799,PastDue,51,Gold,F,Rafael,Donovan,39418,Clackamas,Oregon,United States,USA,45.4076205,-122.5703692,Palo Alto Company
15800,PastDue,42,Platinum,F,Tony,Harding,39077,Clackamas,Oregon,United States,USA,45.4076205,-122.5703692,Palo Alto Company
11970,Active,66,Platinum,M,Kathryn,Stuart,40738,Clarkston,Georgia,United States,USA,33.8095487,-84.2396434,Password Busters
11971,Active,53,Gold,M,Edwin,Eleanore,40326,Clarkston,Georgia,United States,USA,33.8095487,-84.2396434,Password Busters
15161,Active,45,Bronze,F,Susan,Barr,38691,Clay,New York,United States,USA,43.192952,-76.2131474,GURUs
10637,Active,41,Bronze,M,Lee,Barnes,39581,Clearwater,Florida,United States,USA,27.9757198,-82.7832489,KentISP
10638,Active,55,Silver,M,Patricia,Reilly,39609,Clearwater,Florida,United States,USA,27.9757198,-82.7832489,KentISP
10639,Inactive,42,Gold,F,Roland,Marti,38570,Clearwater,Florida,United States,USA,27.9757198,-82.7832489,KentISP
10640,Active,28,Bronze,M,Ross,Teressa,40249,Clearwater,Florida,United States,USA,27.9757198,-82.7832489,KentISP
4132,Active,53,Gold,F,Kyle,Shannan,40160,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,RealiDyne
4133,Active,48,Silver,F,Johnny,Velez,38258,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,RealiDyne
4134,Active,60,Bronze,F,Earl,Filomena,39620,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,RealiDyne
4135,Active,50,Silver,M,Jesus,English,40054,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,RealiDyne
4136,Active,45,Bronze,F,Nathan,Goodman,40481,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,RealiDyne
4137,Active,43,Silver,M,Jessie,Navarro,39708,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,RealiDyne
4138,Active,45,Bronze,F,Nathaniel,Kathlene,39773,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,RealiDyne
4139,Canceled,45,Silver,F,Leon,Berg,38194,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,RealiDyne
4140,Active,53,Silver,F,Beverly,Byrd,38469,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,RealiDyne
4141,Active,66,Bronze,M,Scott,Calhoun,40062,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,RealiDyne
4142,Active,53,PlatinumElite,M,Jerry,Griffin,38328,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4143,PastDue,41,Platinum,M,Nancy,Harriette,39053,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4144,Active,55,Silver,M,Dan,Ginny,39338,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4145,Active,42,Bronze,M,Martha,Christensen,39388,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4146,Active,28,Gold,M,Danny,Selina,40173,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4147,Active,50,Gold,F,Byron,Haney,40648,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4148,Inactive,52,Bronze,F,Evelyn,Meaghan,39904,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4149,PastDue,41,Gold,M,Tracy,Clementine,40615,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4150,PastDue,48,Bronze,F,Leslie,Harrington,38750,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4151,Inactive,40,Bronze,F,Don,Evans,38924,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4152,Active,51,Gold,F,Shane,Kandice,38133,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4153,Active,42,Gold,M,Freddie,Marylee,38513,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4154,Active,44,Silver,M,Marie,Leandra,40674,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4155,Active,62,PlatinumElite,M,Sam,Barlow,39376,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4156,Active,54,Gold,M,Derek,Georgianna,38017,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4157,Active,61,Silver,F,Erik,Marlo,39660,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4158,Active,54,Silver,F,Gerald,Collette,40698,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4159,Active,34,Platinum,M,Dustin,Haley,38001,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4160,Active,74,Silver,M,Henry,Gallagher,38734,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4161,Canceled,45,Silver,M,Janet,Silva,40072,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4162,Active,53,Platinum,M,Arnold,Idella,38300,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4163,Active,52,Bronze,M,Anthony,Dale,38868,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4164,Active,55,Silver,M,Gene,Montgomery,38362,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4165,Active,47,Silver,M,Jason,Quinn,38518,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4166,Active,33,Gold,F,Gilbert,Delma,40385,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4167,Active,63,Bronze,M,Douglas,Holder,39901,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4168,Active,38,Platinum,M,Kathy,Magdalene,39740,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4169,Canceled,47,Platinum,M,Gilbert,Foster,38774,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4170,Active,58,Silver,F,Bruce,Palmer,39591,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4171,Active,62,Silver,M,Max,India,40420,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4172,Active,38,Silver,F,Corey,Chiquita,40747,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4173,Active,33,PlatinumElite,M,Diane,Dawson,39120,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4174,Active,55,Gold,M,Lawrence,Perry,38310,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4175,PastDue,44,Gold,F,Eric,Dawna,38669,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4176,PastDue,64,Platinum,F,Cody,Shanon,38784,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4177,Active,39,Bronze,M,Donald,Mcneil,39129,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4178,PastDue,53,Bronze,M,Joyce,Rush,40896,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4179,PastDue,44,Bronze,M,Shirley,Valencia,38114,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4180,Active,55,Gold,F,Eric,Kendall,39706,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4181,Canceled,40,Bronze,F,Edgar,Farrell,40445,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4182,Active,55,Silver,M,Dwight,Leesa,40208,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4183,PastDue,33,PlatinumElite,M,Norman,Ratliff,40774,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4184,Active,53,Gold,F,Ashley,Noble,38113,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4185,Active,35,Silver,F,Glen,Mcintyre,38560,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4186,Active,55,Gold,F,Wesley,Garnet,38829,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4187,PastDue,55,Bronze,M,Frederick,Zella,40328,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4188,Active,47,Silver,M,Derrick,Deb,39119,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4189,Active,72,Bronze,M,Dean,Dalia,38714,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4190,Active,54,Platinum,M,Alberto,Garrett,38884,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,Abplus
4191,Active,48,Gold,M,Richard,Key,40272,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4192,Active,58,Bronze,F,Curtis,Jarvis,39487,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4193,Active,44,Silver,F,Andrew,Stewart,40769,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4194,Inactive,64,Gold,M,William,Church,38123,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4195,Active,53,Bronze,M,Rose,Odonnell,38941,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4196,Active,48,Bronze,M,Shawn,Preston,40868,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4197,Inactive,60,Gold,F,Teresa,Flores,38940,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4198,Active,50,Silver,F,Joel,Harriette,38271,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4199,PastDue,45,Bronze,M,Jessica,Barr,38129,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4200,Active,43,Silver,F,Eddie,Brenna,39242,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4201,Active,45,PlatinumElite,F,Gary,Hays,39765,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4202,PastDue,45,Gold,F,Chester,Hart,40789,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4203,Active,53,Gold,F,Craig,Gonzales,40782,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4204,Inactive,66,Gold,M,Daryl,Green,40680,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4205,Active,53,PlatinumElite,M,Wesley,Adelaide,40101,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4206,Active,41,Bronze,M,Wayne,Wagner,39968,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4207,Active,55,Gold,F,Clifford,Sexton,40742,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4208,Active,42,PlatinumElite,M,Duane,Dinah,39909,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4209,Active,28,Bronze,F,Julie,Hampton,38630,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4210,Inactive,50,Bronze,F,Shawn,Mcclure,38968,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4211,Active,52,PlatinumElite,F,Willie,Frye,38424,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4212,Inactive,41,Gold,F,Charlie,Jettie,39206,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4213,Active,48,PlatinumElite,F,Thomas,Wyatt,39980,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4214,Active,40,Platinum,F,Gilbert,Princess,39822,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4215,PastDue,51,Platinum,F,Terrence,Hensley,39558,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4216,Active,42,Bronze,M,Frederick,Sullivan,39162,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4217,Active,44,PlatinumElite,M,Ramon,Sabina,40054,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4218,Active,62,Silver,M,Stephanie,Eartha,39957,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4219,Active,54,Bronze,F,Maria,Leesa,38800,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4220,Inactive,61,Bronze,M,Craig,Shamika,39496,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4221,Canceled,54,Bronze,F,Ben,Meyers,38554,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4222,Active,34,Bronze,F,Debra,Cleveland,39862,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4223,PastDue,74,Silver,M,Shirley,Chavez,38388,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4224,Active,45,Platinum,F,Angel,Chambers,40662,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4225,Inactive,53,Silver,F,Ruth,Jordan,39884,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4226,Active,52,Gold,F,Adrian,Curtis,39514,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4227,PastDue,55,Bronze,F,Ray,Patel,40584,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4228,Active,47,Gold,F,Kenneth,Karlene,38455,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4229,PastDue,33,Gold,M,Thomas,Rosita,39834,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4230,Active,63,Bronze,M,Greg,Cantrell,40505,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4231,Inactive,38,Gold,F,Clifton,Dunlap,38146,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4232,Active,47,Gold,F,Clyde,Humphrey,38088,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4233,Active,58,Silver,M,Jeffrey,Travis,38508,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4234,Active,62,Bronze,M,Leonard,Ashly,40780,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4235,Active,38,Silver,M,Ben,Logan,39302,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4236,Active,33,Bronze,F,Willard,Phyliss,40274,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4237,Active,55,Silver,F,Betty,Dorris,38933,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4238,Active,44,Bronze,F,Janice,Donovan,38047,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4239,Canceled,64,Silver,M,Catherine,Mckenzie,39843,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4240,Active,39,Silver,M,Earl,Nakia,39425,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4241,Active,53,Bronze,F,Antonio,Chelsie,39779,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4242,Active,44,PlatinumElite,M,Lisa,Felice,40216,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4243,PastDue,55,Platinum,F,Troy,Williams,40014,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4244,Active,40,Silver,M,Kirk,Dotson,39413,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4245,Active,55,Bronze,F,Craig,Brianne,40322,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4246,Active,33,Gold,F,Donald,Francis,39348,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,GDSS
4247,Active,53,Gold,F,Janet,Chapman,40578,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4248,Inactive,35,Bronze,M,Felix,Matthews,38406,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4249,PastDue,55,Gold,F,Brad,Jackson,40185,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4250,PastDue,55,Bronze,M,Arthur,Jamila,40795,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4251,Inactive,47,Bronze,M,Laura,Terrell,38814,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4252,Active,72,Gold,M,Marc,Oliver,39005,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4253,Active,54,Gold,F,Reginald,Kyle,40767,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4254,Active,48,Silver,M,Peter,Whitfield,39764,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4255,Active,58,PlatinumElite,M,Salvador,Holman,38837,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4256,Active,44,Gold,M,Kevin,Nieves,40511,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4257,Active,64,Silver,M,Marc,Altagracia,38926,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4258,Active,53,Silver,F,Janice,Vicenta,40382,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4259,Active,48,Platinum,M,Sam,Barry,39233,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4260,Active,60,Silver,M,Ruby,Barnes,40885,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4261,Canceled,50,Silver,M,Ann,Mclean,40862,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4262,Active,45,Platinum,M,Antonio,Floyd,39748,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4263,Active,43,Bronze,M,Harold,India,40547,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4264,Active,45,Silver,F,Cory,Larue,38864,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4265,Active,45,Silver,F,Ricky,Briggs,39038,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4266,Active,53,Gold,M,Darren,Dejesus,39615,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4267,Active,66,Bronze,M,Earl,Maryjo,40151,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4268,Active,53,Platinum,M,Wallace,Wilkinson,40004,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4269,Canceled,41,Platinum,M,Jesse,Ruiz,40002,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4270,Active,55,Silver,M,Louise,Jacobs,38537,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4271,Active,42,Silver,M,Stephen,Marilee,39253,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4272,Active,28,Silver,F,Nathaniel,Pearson,38920,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4273,Active,50,PlatinumElite,F,Cecil,Yadira,38372,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4274,Active,52,Gold,M,Ray,Liane,39300,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4275,PastDue,41,Gold,F,Zachary,Merrill,38269,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4276,PastDue,48,Platinum,M,Roland,Ashlie,40745,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4277,Active,40,Bronze,M,Brent,Lashawn,38369,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4278,PastDue,51,Bronze,F,Jane,Shantell,38425,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4279,PastDue,42,Bronze,F,Fred,Nila,38904,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4280,Active,44,Gold,F,Patrick,Treva,40504,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4281,Canceled,62,Bronze,F,Lori,Jeanetta,38396,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4282,Active,54,Silver,M,Jennifer,Lida,39769,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4283,PastDue,61,PlatinumElite,F,Wade,Lindsay,38212,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4284,Active,54,Gold,F,Angela,Kyle,40857,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4285,Active,34,Silver,M,Adrian,Adrianna,38426,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4286,Active,74,Gold,M,Terrence,Maxie,40087,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4287,New,45,Bronze,F,Ernest,Beck,38841,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4288,Active,53,Silver,F,Craig,Santiago,39707,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4289,Active,52,Bronze,F,Corey,Mckenzie,38250,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4290,Active,55,Platinum,F,Sidney,Elfriede,38389,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4291,Active,47,Gold,M,Linda,Dotson,38284,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4292,Active,33,Bronze,F,Marilyn,Jacinta,40635,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4293,Active,63,Silver,F,Leroy,Acosta,40786,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4294,Inactive,38,Gold,M,Maria,Decker,38109,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4295,Active,47,Bronze,F,Roy,Adriane,40746,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4296,Active,58,Bronze,F,Denise,Marlena,38587,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,T.M. Denton Consultants
4297,Inactive,62,Gold,F,Ron,Lai,39219,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,ActiveC
4298,Active,38,Silver,M,Karen,Daria,38881,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,ActiveC
4299,PastDue,33,Bronze,F,Ivan,Murphy,38970,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,ActiveC
4300,Active,55,Silver,F,Sean,Trinidad,39377,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,ActiveC
4301,Active,44,PlatinumElite,M,Helen,Gardner,38162,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,ActiveC
4302,PastDue,64,Gold,F,Janet,Burton,39355,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,ActiveC
4303,Active,39,Gold,F,Heather,Andrews,40054,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,ActiveC
4304,Inactive,53,Gold,F,Joyce,Wallace,40750,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,ActiveC
4305,Active,44,PlatinumElite,M,Antonio,Mclaughlin,38266,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,ActiveC
4306,Active,55,Bronze,M,Theresa,Barb,40062,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,ActiveC
4307,Active,40,Gold,F,Fred,Valorie,39677,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,ActiveC
4308,Active,55,PlatinumElite,M,Byron,Ryan,39833,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,ActiveC
4309,Active,33,Bronze,F,Harvey,Eden,39678,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,ActiveC
4310,Inactive,53,Bronze,F,Brad,Natividad,39082,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,ActiveC
4311,Active,35,PlatinumElite,F,Bonnie,Jensen,40819,Cliffside,British Columbia,Canada,CAN,48.5204624,-123.3691694,ActiveC
2416,PastDue,44,Gold,M,Troy,Li,40682,Cloverdale,South Australia,Australia,AUS,-31.963644,115.934344,Caravelle
2417,Active,55,Gold,F,Ruby,Maryjo,38611,Cloverdale,South Australia,Australia,AUS,-31.963644,115.934344,Caravelle
2418,Inactive,40,Gold,F,Harvey,Dodson,39697,Cloverdale,South Australia,Australia,AUS,-31.963644,115.934344,Caravelle
2419,Active,55,PlatinumElite,F,Byron,Brianne,40542,Cloverdale,South Australia,Australia,AUS,-31.963644,115.934344,Caravelle
2420,Active,33,Bronze,M,Lisa,Renate,39408,Cloverdale,South Australia,Australia,AUS,-31.963644,115.934344,Caravelle
2421,Active,53,Gold,M,Danny,Lovie,38452,Cloverdale,South Australia,Australia,AUS,-31.963644,115.934344,Caravelle
2422,Active,35,PlatinumElite,F,Floyd,Joyner,40185,Cloverdale,South Australia,Australia,AUS,-31.963644,115.934344,Caravelle
2423,Active,55,Bronze,M,Doris,Pena,40058,Cloverdale,South Australia,Australia,AUS,-31.963644,115.934344,Caravelle
